exp-id,피쳐명,설명,used_in_ml,원천 데이터,계산 방식,데이터 타입,단위 (보류),time window,결측 처리,이상치 처리,누수 위험,품질 기준,사용 여부,비고,담당파트
ml-01,timehist__receiver__in__amount__sum__w7d,수신 계좌의 과거 7d 입금 금액 합계,True,"ml_exp00.parquet: receiver_account_id, timestamp, amount_received",receiver_account_id별 현재 거래 시점 이전 7d 동안 amount_received의 sum 집계; closed=left로 현재/동일시각 거래 제외,numeric,원,현재 거래 시점 이전 7d,이전 window 이력이 없으면 0.0으로 대체,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외,,사용,,ML
ml-01,timehist__receiver__in__amount__mean__w7d,수신 계좌의 과거 7d 입금 금액 평균,True,"ml_exp00.parquet: receiver_account_id, timestamp, amount_received",receiver_account_id별 현재 거래 시점 이전 7d 동안 amount_received의 mean 집계; closed=left로 현재/동일시각 거래 제외,numeric,원,현재 거래 시점 이전 7d,이전 window 이력이 없으면 0.0으로 대체,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외,,사용,,ML
ml-01,timehist__receiver__in__amount__std__w7d,수신 계좌의 과거 7d 입금 금액 표준편차,True,"ml_exp00.parquet: receiver_account_id, timestamp, amount_received",receiver_account_id별 현재 거래 시점 이전 7d 동안 amount_received의 std 집계; closed=left로 현재/동일시각 거래 제외,numeric,원,현재 거래 시점 이전 7d,이전 window 이력이 없으면 0.0으로 대체,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외,,사용,,ML
ml-01,timehist__receiver__in__amount__max__w7d,수신 계좌의 과거 7d 입금 금액 최대값,True,"ml_exp00.parquet: receiver_account_id, timestamp, amount_received",receiver_account_id별 현재 거래 시점 이전 7d 동안 amount_received의 max 집계; closed=left로 현재/동일시각 거래 제외,numeric,원,현재 거래 시점 이전 7d,이전 window 이력이 없으면 0.0으로 대체,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외,,사용,,ML
ml-01,recency__sender__out__seconds_since_last,송신 계좌의 직전 거래 이후 경과 초,True,"ml_exp00.parquet: sender_account_id, timestamp",sender_account_id별 현재 거래 시점 이전 마지막 거래 시각과의 차이를 초 단위로 계산; 동일시각 거래 제외,numeric,초,현재 거래 시점 이전 전체 이력,이전 이력이 없으면 -1.0 sentinel 사용,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외,,사용,,ML
ml-01,flag__sender__out__is_first_tx,송신 계좌의 첫 거래 여부 플래그,True,"ml_exp00.parquet: sender_account_id, timestamp","sender_account_id 기준 현재 거래 이전 이력이 없으면 1, 있으면 0; 동일시각 거래 제외",numeric / int,0/1,현재 거래 시점 이전 전체 이력,"이전 이력이 없으면 1, 있으면 0",,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외,,사용,,ML
ml-01,recency__receiver__in__seconds_since_last,수신 계좌의 직전 거래 이후 경과 초,True,"ml_exp00.parquet: receiver_account_id, timestamp",receiver_account_id별 현재 거래 시점 이전 마지막 거래 시각과의 차이를 초 단위로 계산; 동일시각 거래 제외,numeric,초,현재 거래 시점 이전 전체 이력,이전 이력이 없으면 -1.0 sentinel 사용,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외,,사용,,ML
ml-01,flag__receiver__in__is_first_tx,수신 계좌의 첫 거래 여부 플래그,True,"ml_exp00.parquet: receiver_account_id, timestamp","receiver_account_id 기준 현재 거래 이전 이력이 없으면 1, 있으면 0; 동일시각 거래 제외",numeric / int,0/1,현재 거래 시점 이전 전체 이력,"이전 이력이 없으면 1, 있으면 0",,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외,,사용,,ML
ml-01,timehist__sender__out__amount__cur_vs_mean_ratio__w1d,현재 출금 금액 대비 송신 계좌 과거 1d 평균 금액 비율,True,"ml_exp00.parquet: sender_account_id, timestamp, amount",현재 amount / sender_account_id별 현재 시점 이전 1d rolling mean; 분모 0이면 0.0,numeric,비율,현재 거래 시점 이전 1d,rolling mean 이력이 없거나 분모 0이면 0.0,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외,,사용,,ML
ml-01,timehist__sender__out__amount__cur_vs_mean_ratio__w3d,현재 출금 금액 대비 송신 계좌 과거 3d 평균 금액 비율,True,"ml_exp00.parquet: sender_account_id, timestamp, amount",현재 amount / sender_account_id별 현재 시점 이전 3d rolling mean; 분모 0이면 0.0,numeric,비율,현재 거래 시점 이전 3d,rolling mean 이력이 없거나 분모 0이면 0.0,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외,,사용,,ML
ml-01,timehist__sender__out__amount__cur_vs_mean_ratio__w7d,현재 출금 금액 대비 송신 계좌 과거 7d 평균 금액 비율,True,"ml_exp00.parquet: sender_account_id, timestamp, amount",현재 amount / sender_account_id별 현재 시점 이전 7d rolling mean; 분모 0이면 0.0,numeric,비율,현재 거래 시점 이전 7d,rolling mean 이력이 없거나 분모 0이면 0.0,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외,,사용,,ML
ml-01,timehist__receiver__in__amount__cur_vs_mean_ratio__w1d,현재 입금 금액 대비 수신 계좌 과거 1d 평균 금액 비율,True,"ml_exp00.parquet: receiver_account_id, timestamp, amount_received",현재 amount_received / receiver_account_id별 현재 시점 이전 1d rolling mean; 분모 0이면 0.0,numeric,비율,현재 거래 시점 이전 1d,rolling mean 이력이 없거나 분모 0이면 0.0,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외,,사용,,ML
ml-01,timehist__receiver__in__amount__cur_vs_mean_ratio__w3d,현재 입금 금액 대비 수신 계좌 과거 3d 평균 금액 비율,True,"ml_exp00.parquet: receiver_account_id, timestamp, amount_received",현재 amount_received / receiver_account_id별 현재 시점 이전 3d rolling mean; 분모 0이면 0.0,numeric,비율,현재 거래 시점 이전 3d,rolling mean 이력이 없거나 분모 0이면 0.0,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외,,사용,,ML
ml-01,timehist__receiver__in__amount__cur_vs_mean_ratio__w7d,현재 입금 금액 대비 수신 계좌 과거 7d 평균 금액 비율,True,"ml_exp00.parquet: receiver_account_id, timestamp, amount_received",현재 amount_received / receiver_account_id별 현재 시점 이전 7d rolling mean; 분모 0이면 0.0,numeric,비율,현재 거래 시점 이전 7d,rolling mean 이력이 없거나 분모 0이면 0.0,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외,,사용,,ML
ml-01,timehist__sender__all__tx_count__cum__whist,송신 계좌의 현재 거래 이전 전체 누적 거래 건수,True,"ml_exp00.parquet: sender_account_id, timestamp",sender_account_id별 현재 거래 시점 이전 누적 거래 건수 count; 동일시각 거래 제외,numeric / int,회,현재 거래 시점 이전 전체 이력,이전 이력이 없으면 0,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외,,사용,,ML
ml-01,timehist__receiver__all__tx_count__cum__whist,수신 계좌의 현재 거래 이전 전체 누적 거래 건수,True,"ml_exp00.parquet: receiver_account_id, timestamp",receiver_account_id별 현재 거래 시점 이전 누적 거래 건수 count; 동일시각 거래 제외,numeric / int,회,현재 거래 시점 이전 전체 이력,이전 이력이 없으면 0,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외,,사용,,ML
ml-02,accountstats__sender__out__amount__mean__w1d,송신 계좌의 과거 1d 출금 금액 평균,True,"ml_01__r02_Xy_all.parquet: sender_account_id, timestamp, amount",sender_account_id별 현재 거래 시점 이전 1d 동안 amount의 mean 집계; closed=left로 현재/동일시각 거래 제외,numeric,원,현재 거래 시점 이전 1d,이전 window 이력이 없으면 0.0으로 대체,,낮음: past-only; rolling window uses closed=left,,사용,,ML
ml-02,accountstats__receiver__in__amount__mean__w1d,수신 계좌의 과거 1d 입금 금액 평균,True,"ml_01__r02_Xy_all.parquet: receiver_account_id, timestamp, amount_received",receiver_account_id별 현재 거래 시점 이전 1d 동안 amount_received의 mean 집계; closed=left로 현재/동일시각 거래 제외,numeric,원,현재 거래 시점 이전 1d,이전 window 이력이 없으면 0.0으로 대체,,낮음: past-only; rolling window uses closed=left,,사용,,ML
ml-02,accountstats__sender__out__amount__std__w1d,송신 계좌의 과거 1d 출금 금액 표준편차,True,"ml_01__r02_Xy_all.parquet: sender_account_id, timestamp, amount",sender_account_id별 현재 거래 시점 이전 1d 동안 amount의 std 집계; closed=left로 현재/동일시각 거래 제외,numeric,원,현재 거래 시점 이전 1d,이전 window 이력이 없으면 0.0으로 대체,,낮음: past-only; rolling window uses closed=left,,사용,,ML
ml-02,accountstats__receiver__in__amount__std__w1d,수신 계좌의 과거 1d 입금 금액 표준편차,True,"ml_01__r02_Xy_all.parquet: receiver_account_id, timestamp, amount_received",receiver_account_id별 현재 거래 시점 이전 1d 동안 amount_received의 std 집계; closed=left로 현재/동일시각 거래 제외,numeric,원,현재 거래 시점 이전 1d,이전 window 이력이 없으면 0.0으로 대체,,낮음: past-only; rolling window uses closed=left,,사용,,ML
ml-02,accountstats__sender__out__amount__mean__w3d,송신 계좌의 과거 3d 출금 금액 평균,True,"ml_01__r02_Xy_all.parquet: sender_account_id, timestamp, amount",sender_account_id별 현재 거래 시점 이전 3d 동안 amount의 mean 집계; closed=left로 현재/동일시각 거래 제외,numeric,원,현재 거래 시점 이전 3d,이전 window 이력이 없으면 0.0으로 대체,,낮음: past-only; rolling window uses closed=left,,사용,,ML
ml-02,accountstats__receiver__in__amount__mean__w3d,수신 계좌의 과거 3d 입금 금액 평균,True,"ml_01__r02_Xy_all.parquet: receiver_account_id, timestamp, amount_received",receiver_account_id별 현재 거래 시점 이전 3d 동안 amount_received의 mean 집계; closed=left로 현재/동일시각 거래 제외,numeric,원,현재 거래 시점 이전 3d,이전 window 이력이 없으면 0.0으로 대체,,낮음: past-only; rolling window uses closed=left,,사용,,ML
ml-02,accountstats__sender__out__amount__std__w3d,송신 계좌의 과거 3d 출금 금액 표준편차,True,"ml_01__r02_Xy_all.parquet: sender_account_id, timestamp, amount",sender_account_id별 현재 거래 시점 이전 3d 동안 amount의 std 집계; closed=left로 현재/동일시각 거래 제외,numeric,원,현재 거래 시점 이전 3d,이전 window 이력이 없으면 0.0으로 대체,,낮음: past-only; rolling window uses closed=left,,사용,,ML
ml-02,accountstats__receiver__in__amount__std__w3d,수신 계좌의 과거 3d 입금 금액 표준편차,True,"ml_01__r02_Xy_all.parquet: receiver_account_id, timestamp, amount_received",receiver_account_id별 현재 거래 시점 이전 3d 동안 amount_received의 std 집계; closed=left로 현재/동일시각 거래 제외,numeric,원,현재 거래 시점 이전 3d,이전 window 이력이 없으면 0.0으로 대체,,낮음: past-only; rolling window uses closed=left,,사용,,ML
ml-02,accountstats__sender__out__amount__mean__w7d,송신 계좌의 과거 7d 출금 금액 평균,True,"ml_01__r02_Xy_all.parquet: sender_account_id, timestamp, amount",sender_account_id별 현재 거래 시점 이전 7d 동안 amount의 mean 집계; closed=left로 현재/동일시각 거래 제외,numeric,원,현재 거래 시점 이전 7d,이전 window 이력이 없으면 0.0으로 대체,,낮음: past-only; rolling window uses closed=left,,사용,,ML
ml-02,accountstats__receiver__in__amount__mean__w7d,수신 계좌의 과거 7d 입금 금액 평균,True,"ml_01__r02_Xy_all.parquet: receiver_account_id, timestamp, amount_received",receiver_account_id별 현재 거래 시점 이전 7d 동안 amount_received의 mean 집계; closed=left로 현재/동일시각 거래 제외,numeric,원,현재 거래 시점 이전 7d,이전 window 이력이 없으면 0.0으로 대체,,낮음: past-only; rolling window uses closed=left,,사용,,ML
ml-02,accountstats__sender__out__amount__std__w7d,송신 계좌의 과거 7d 출금 금액 표준편차,True,"ml_01__r02_Xy_all.parquet: sender_account_id, timestamp, amount",sender_account_id별 현재 거래 시점 이전 7d 동안 amount의 std 집계; closed=left로 현재/동일시각 거래 제외,numeric,원,현재 거래 시점 이전 7d,이전 window 이력이 없으면 0.0으로 대체,,낮음: past-only; rolling window uses closed=left,,사용,,ML
ml-02,accountstats__receiver__in__amount__std__w7d,수신 계좌의 과거 7d 입금 금액 표준편차,True,"ml_01__r02_Xy_all.parquet: receiver_account_id, timestamp, amount_received",receiver_account_id별 현재 거래 시점 이전 7d 동안 amount_received의 std 집계; closed=left로 현재/동일시각 거래 제외,numeric,원,현재 거래 시점 이전 7d,이전 window 이력이 없으면 0.0으로 대체,,낮음: past-only; rolling window uses closed=left,,사용,,ML
ml-02,accountstats__sender__out__amount__sum__w6h,송신 계좌의 과거 6h 출금 금액 합계,True,"ml_01__r02_Xy_all.parquet: sender_account_id, timestamp, amount",현재 row의 sender_account_id와 과거 row의 sender_account_id를 매칭하여 현재 거래 시점 이전 6h 동안 amount의 sum 집계; closed=left로 현재/동일시각 거래 제외,numeric,원,현재 거래 시점 이전 6h,이전 window 이력이 없으면 0.0으로 대체,,낮음: past-only; history rows require timestamp < current timestamp; same-timestamp rows excluded,,사용,,ML
ml-02,accountstats__sender__out__amount__sum__w1d,송신 계좌의 과거 1d 출금 금액 합계,True,"ml_01__r02_Xy_all.parquet: sender_account_id, timestamp, amount",현재 row의 sender_account_id와 과거 row의 sender_account_id를 매칭하여 현재 거래 시점 이전 1d 동안 amount의 sum 집계; closed=left로 현재/동일시각 거래 제외,numeric,원,현재 거래 시점 이전 1d,이전 window 이력이 없으면 0.0으로 대체,,낮음: past-only; history rows require timestamp < current timestamp; same-timestamp rows excluded,,사용,,ML
