exp-id,피쳐명,설명,used_in_ml,원천 데이터,계산 방식,데이터 타입,단위 (보류),time window,결측 처리,이상치 처리,누수 위험,품질 기준,사용 여부,비고,담당파트
ml-01,timehist__receiver__in__amount__sum__w7d,수신 계좌의 과거 7d 입금 금액 합계,,"ml_exp00.parquet: receiver_account_id, timestamp, amount_received",receiver_account_id별 현재 거래 시점 이전 7d 동안 amount_received의 sum 집계; closed=left로 현재/동일시각 거래 제외,numeric,원,현재 거래 시점 이전 7d,이전 window 이력이 없으면 0.0으로 대체,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외,,사용,,ML
ml-01,timehist__receiver__in__amount__mean__w7d,수신 계좌의 과거 7d 입금 금액 평균,,"ml_exp00.parquet: receiver_account_id, timestamp, amount_received",receiver_account_id별 현재 거래 시점 이전 7d 동안 amount_received의 mean 집계; closed=left로 현재/동일시각 거래 제외,numeric,원,현재 거래 시점 이전 7d,이전 window 이력이 없으면 0.0으로 대체,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외,,사용,,ML
ml-01,timehist__receiver__in__amount__std__w7d,수신 계좌의 과거 7d 입금 금액 표준편차,,"ml_exp00.parquet: receiver_account_id, timestamp, amount_received",receiver_account_id별 현재 거래 시점 이전 7d 동안 amount_received의 std 집계; closed=left로 현재/동일시각 거래 제외,numeric,원,현재 거래 시점 이전 7d,이전 window 이력이 없으면 0.0으로 대체,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외,,사용,,ML
ml-01,timehist__receiver__in__amount__max__w7d,수신 계좌의 과거 7d 입금 금액 최대값,,"ml_exp00.parquet: receiver_account_id, timestamp, amount_received",receiver_account_id별 현재 거래 시점 이전 7d 동안 amount_received의 max 집계; closed=left로 현재/동일시각 거래 제외,numeric,원,현재 거래 시점 이전 7d,이전 window 이력이 없으면 0.0으로 대체,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외,,사용,,ML
ml-01,recency__sender__out__seconds_since_last,송신 계좌의 직전 거래 이후 경과 초,,"ml_exp00.parquet: sender_account_id, timestamp",sender_account_id별 현재 거래 시점 이전 마지막 거래 시각과의 차이를 초 단위로 계산; 동일시각 거래 제외,numeric,초,현재 거래 시점 이전 전체 이력,이전 이력이 없으면 -1.0 sentinel 사용,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외,,사용,,ML
ml-01,flag__sender__out__is_first_tx,송신 계좌의 첫 거래 여부 플래그,,"ml_exp00.parquet: sender_account_id, timestamp","sender_account_id 기준 현재 거래 이전 이력이 없으면 1, 있으면 0; 동일시각 거래 제외",numeric / int,0/1,현재 거래 시점 이전 전체 이력,"이전 이력이 없으면 1, 있으면 0",,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외,,사용,,ML
ml-01,recency__receiver__in__seconds_since_last,수신 계좌의 직전 거래 이후 경과 초,,"ml_exp00.parquet: receiver_account_id, timestamp",receiver_account_id별 현재 거래 시점 이전 마지막 거래 시각과의 차이를 초 단위로 계산; 동일시각 거래 제외,numeric,초,현재 거래 시점 이전 전체 이력,이전 이력이 없으면 -1.0 sentinel 사용,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외,,사용,,ML
ml-01,flag__receiver__in__is_first_tx,수신 계좌의 첫 거래 여부 플래그,,"ml_exp00.parquet: receiver_account_id, timestamp","receiver_account_id 기준 현재 거래 이전 이력이 없으면 1, 있으면 0; 동일시각 거래 제외",numeric / int,0/1,현재 거래 시점 이전 전체 이력,"이전 이력이 없으면 1, 있으면 0",,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외,,사용,,ML
ml-01,timehist__sender__out__amount__cur_vs_mean_ratio__w1d,현재 출금 금액 대비 송신 계좌 과거 1d 평균 금액 비율,,"ml_exp00.parquet: sender_account_id, timestamp, amount",현재 amount / sender_account_id별 현재 시점 이전 1d rolling mean; 분모 0이면 0.0,numeric,비율,현재 거래 시점 이전 1d,rolling mean 이력이 없거나 분모 0이면 0.0,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외,,사용,,ML
ml-01,timehist__sender__out__amount__cur_vs_mean_ratio__w3d,현재 출금 금액 대비 송신 계좌 과거 3d 평균 금액 비율,,"ml_exp00.parquet: sender_account_id, timestamp, amount",현재 amount / sender_account_id별 현재 시점 이전 3d rolling mean; 분모 0이면 0.0,numeric,비율,현재 거래 시점 이전 3d,rolling mean 이력이 없거나 분모 0이면 0.0,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외,,사용,,ML
ml-01,timehist__sender__out__amount__cur_vs_mean_ratio__w7d,현재 출금 금액 대비 송신 계좌 과거 7d 평균 금액 비율,,"ml_exp00.parquet: sender_account_id, timestamp, amount",현재 amount / sender_account_id별 현재 시점 이전 7d rolling mean; 분모 0이면 0.0,numeric,비율,현재 거래 시점 이전 7d,rolling mean 이력이 없거나 분모 0이면 0.0,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외,,사용,,ML
ml-01,timehist__receiver__in__amount__cur_vs_mean_ratio__w1d,현재 입금 금액 대비 수신 계좌 과거 1d 평균 금액 비율,,"ml_exp00.parquet: receiver_account_id, timestamp, amount_received",현재 amount_received / receiver_account_id별 현재 시점 이전 1d rolling mean; 분모 0이면 0.0,numeric,비율,현재 거래 시점 이전 1d,rolling mean 이력이 없거나 분모 0이면 0.0,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외,,사용,,ML
ml-01,timehist__receiver__in__amount__cur_vs_mean_ratio__w3d,현재 입금 금액 대비 수신 계좌 과거 3d 평균 금액 비율,,"ml_exp00.parquet: receiver_account_id, timestamp, amount_received",현재 amount_received / receiver_account_id별 현재 시점 이전 3d rolling mean; 분모 0이면 0.0,numeric,비율,현재 거래 시점 이전 3d,rolling mean 이력이 없거나 분모 0이면 0.0,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외,,사용,,ML
ml-01,timehist__receiver__in__amount__cur_vs_mean_ratio__w7d,현재 입금 금액 대비 수신 계좌 과거 7d 평균 금액 비율,,"ml_exp00.parquet: receiver_account_id, timestamp, amount_received",현재 amount_received / receiver_account_id별 현재 시점 이전 7d rolling mean; 분모 0이면 0.0,numeric,비율,현재 거래 시점 이전 7d,rolling mean 이력이 없거나 분모 0이면 0.0,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외,,사용,,ML
ml-01,timehist__sender__all__tx_count__cum__whist,송신 계좌의 현재 거래 이전 전체 누적 거래 건수,,"ml_exp00.parquet: sender_account_id, timestamp",sender_account_id별 현재 거래 시점 이전 누적 거래 건수 count; 동일시각 거래 제외,numeric / int,회,현재 거래 시점 이전 전체 이력,이전 이력이 없으면 0,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외,,사용,,ML
ml-01,timehist__receiver__all__tx_count__cum__whist,수신 계좌의 현재 거래 이전 전체 누적 거래 건수,,"ml_exp00.parquet: receiver_account_id, timestamp",receiver_account_id별 현재 거래 시점 이전 누적 거래 건수 count; 동일시각 거래 제외,numeric / int,회,현재 거래 시점 이전 전체 이력,이전 이력이 없으면 0,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외,,사용,,ML
ml-02,fanin__receiver__in__counterparty__nunique__w1h,수신 계좌의 과거 1h 고유 상대 계좌 수,,,receiver_account_id별 현재 거래 시점 이전 1h 동안 고유 sender_account_id 수를 집계; current/same timestamp 제외,numeric / int,개,현재 거래 시점 이전 1h,이전 window 이력이 없으면 0으로 대체,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,ML-02 Stage 1 Fan-in 핵심 후보,ML
ml-02,fanin__receiver__in__tx_count__degree__w1h,수신 계좌의 과거 1h 거래 건수 기반 degree,,,receiver_account_id별 현재 거래 시점 이전 1h 동안 거래 건수를 집계; unique counterparty와 구분,numeric / int,회,현재 거래 시점 이전 1h,이전 window 이력이 없으면 0으로 대체,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,Stage 0 count 피처와 중복성 점검 필요,ML
ml-02,fanin__receiver__in__counterparty_amount__effective_n__w1h,수신 계좌의 과거 1h 금액 가중 effective fan-in,,,상대 계좌별 amount_received 합산 후 p_i 비중 기반 1/sum(p_i^2) 계산; current/same timestamp 제외,numeric,effective count,현재 거래 시점 이전 1h,총 금액 0 또는 이력 없음은 0 또는 결측 처리 정책 확인 필요,,중간: 과거 이력 경계와 동일 timestamp 제외 구현 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,분모 0 처리 규칙 미정,ML
ml-02,fanin__receiver__in__counterparty_amount__top1_share__w1h,수신 계좌의 과거 1h 최대 상대 계좌 금액 비중,,,상대 계좌별 amount_received 합산 비중 중 최댓값 계산; current/same timestamp 제외,numeric,비율,현재 거래 시점 이전 1h,총 금액 0 또는 이력 없음은 결측 처리 정책 확인 필요,,중간: 과거 이력 경계와 동일 timestamp 제외 구현 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,effective fan-in과 중복성 점검 필요,ML
ml-02,fanin__receiver__in__counterparty__nunique__w6h,수신 계좌의 과거 6h 고유 상대 계좌 수,,,receiver_account_id별 현재 거래 시점 이전 6h 동안 고유 sender_account_id 수를 집계; current/same timestamp 제외,numeric / int,개,현재 거래 시점 이전 6h,이전 window 이력이 없으면 0으로 대체,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,ML-02 Stage 1 Fan-in 핵심 후보,ML
ml-02,fanin__receiver__in__tx_count__degree__w6h,수신 계좌의 과거 6h 거래 건수 기반 degree,,,receiver_account_id별 현재 거래 시점 이전 6h 동안 거래 건수를 집계; unique counterparty와 구분,numeric / int,회,현재 거래 시점 이전 6h,이전 window 이력이 없으면 0으로 대체,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,Stage 0 count 피처와 중복성 점검 필요,ML
ml-02,fanin__receiver__in__counterparty_amount__effective_n__w6h,수신 계좌의 과거 6h 금액 가중 effective fan-in,,,상대 계좌별 amount_received 합산 후 p_i 비중 기반 1/sum(p_i^2) 계산; current/same timestamp 제외,numeric,effective count,현재 거래 시점 이전 6h,총 금액 0 또는 이력 없음은 0 또는 결측 처리 정책 확인 필요,,중간: 과거 이력 경계와 동일 timestamp 제외 구현 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,분모 0 처리 규칙 미정,ML
ml-02,fanin__receiver__in__counterparty_amount__top1_share__w6h,수신 계좌의 과거 6h 최대 상대 계좌 금액 비중,,,상대 계좌별 amount_received 합산 비중 중 최댓값 계산; current/same timestamp 제외,numeric,비율,현재 거래 시점 이전 6h,총 금액 0 또는 이력 없음은 결측 처리 정책 확인 필요,,중간: 과거 이력 경계와 동일 timestamp 제외 구현 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,effective fan-in과 중복성 점검 필요,ML
ml-02,fanin__receiver__in__counterparty__nunique__w1d,수신 계좌의 과거 1d 고유 상대 계좌 수,,,receiver_account_id별 현재 거래 시점 이전 1d 동안 고유 sender_account_id 수를 집계; current/same timestamp 제외,numeric / int,개,현재 거래 시점 이전 1d,이전 window 이력이 없으면 0으로 대체,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,ML-02 Stage 1 Fan-in 핵심 후보,ML
ml-02,fanin__receiver__in__tx_count__degree__w1d,수신 계좌의 과거 1d 거래 건수 기반 degree,,,receiver_account_id별 현재 거래 시점 이전 1d 동안 거래 건수를 집계; unique counterparty와 구분,numeric / int,회,현재 거래 시점 이전 1d,이전 window 이력이 없으면 0으로 대체,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,Stage 0 count 피처와 중복성 점검 필요,ML
ml-02,fanin__receiver__in__counterparty_amount__effective_n__w1d,수신 계좌의 과거 1d 금액 가중 effective fan-in,,,상대 계좌별 amount_received 합산 후 p_i 비중 기반 1/sum(p_i^2) 계산; current/same timestamp 제외,numeric,effective count,현재 거래 시점 이전 1d,총 금액 0 또는 이력 없음은 0 또는 결측 처리 정책 확인 필요,,중간: 과거 이력 경계와 동일 timestamp 제외 구현 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,분모 0 처리 규칙 미정,ML
ml-02,fanin__receiver__in__counterparty_amount__top1_share__w1d,수신 계좌의 과거 1d 최대 상대 계좌 금액 비중,,,상대 계좌별 amount_received 합산 비중 중 최댓값 계산; current/same timestamp 제외,numeric,비율,현재 거래 시점 이전 1d,총 금액 0 또는 이력 없음은 결측 처리 정책 확인 필요,,중간: 과거 이력 경계와 동일 timestamp 제외 구현 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,effective fan-in과 중복성 점검 필요,ML
ml-02,fanin__receiver__in__counterparty__nunique__w3d,수신 계좌의 과거 3d 고유 상대 계좌 수,,,receiver_account_id별 현재 거래 시점 이전 3d 동안 고유 sender_account_id 수를 집계; current/same timestamp 제외,numeric / int,개,현재 거래 시점 이전 3d,이전 window 이력이 없으면 0으로 대체,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,ML-02 Stage 1 Fan-in 핵심 후보,ML
